Id,Response
1848,1
1849,8
1850,8
1851,3
1856,1
1862,1
1863,8
1872,2
1874,1
1875,6
1877,8
1900,7
1902,8
1904,8
1905,1
1908,8
1914,8
1916,8
1922,1
1933,2
1934,3
1939,8
1942,3
1947,8
1957,8
1971,8
1973,4
1974,4
1977,1
1981,8
1985,8
1987,8
1989,8
2001,8
2002,8
2007,8
2008,8
2011,1
2021,6
2034,7
2040,1
2044,8
2045,8
2048,1
2051,5
2062,3
2066,8
2068,8
2069,1
2074,8
2075,1
2078,6
2079,3
2080,8
2081,1
2084,6
2085,8
2087,8
2096,3
2102,2
2103,1
2107,4
2117,1
2118,1
2120,4
2121,8
2122,3
2130,8
2136,8
2138,8
2140,8
2143,8
2144,8
2145,1
2147,8
2150,8
2154,6
2155,8
2166,8
2169,4
2173,8
2176,7
2178,8
2179,1
2180,8
2184,5
2185,8
2188,8
2190,8
2194,4
2195,3
2198,8
2205,8
2206,8
2207,1
2212,8
2213,1
2216,8
2218,8
2224,4
2225,1
2228,8
2236,3
2242,8
2246,3
2250,8
2255,8
2256,1
2267,3
2268,8
2269,8
2272,3
2275,8
2280,6
2282,1
2287,8
2289,1
2293,8
2296,8
2307,8
2309,4
2313,4
2325,8
2327,8
2336,1
2339,6
2342,8
2347,8
2350,8
2360,8
2364,1
2369,8
2379,2
2394,6
2395,1
2399,8
2402,3
2410,8
2416,3
2420,1
2427,8
2434,1
2435,8
2441,8
2447,3
2452,8
2463,1
2467,4
2468,6
2470,1
2476,7
2483,8
2487,1
2492,1
2502,8
2504,4
2510,1
2511,5
2512,6
2517,8
2520,8
2521,8
2523,1
2524,1
2525,8
2526,8
2528,8
2530,8
2532,4
2536,8
2540,8
2541,8
2543,8
2549,8
2550,3
2556,8
2557,5
2559,8
2565,8
2566,8
2567,3
2568,1
2570,4
2573,8
2577,8
2578,8
2583,4
2586,4
2587,1
2588,8
2591,8
2597,4
2606,8
2607,8
2608,8
2611,5
2612,8
2613,8
2616,8
2621,8
2622,8
2634,1
2639,8
2642,1
2644,8
2650,1
2655,8
2664,8
2667,5
2670,8
2679,3
2681,1
2683,8
2685,8
2687,8
2696,8
2699,6
2712,8
2716,8
2720,1
2725,3
2726,8
2731,8
2733,8
2740,8
2742,4
2748,8
2749,8
2763,7
2771,8
2772,1
2773,8
2783,4
2784,8
2789,1
2796,3
2798,8
2799,8
2800,3
2802,6
2805,2
2809,8
2816,8
2817,8
2821,8
2822,8
2829,8
2832,1
2842,1
2844,8
2846,8
2851,3
2852,8
2853,1
2856,8
2862,8
2866,6
2868,8
2886,8
2892,8
2893,8
2898,8
2917,1
2923,3
2927,8
2930,8
2931,8
2935,6
2936,8
2961,8
2964,8
2967,2
2968,8
2970,8
2977,8
2978,8
2979,8
2985,8
2986,8
2989,8
2997,1
2999,8
3004,6
3008,4
3010,6
3020,8
3022,3
3024,8
3027,6
3032,8
3033,8
3048,3
3053,6
3056,6
3070,5
3071,8
3073,1
3080,8
3098,1
3099,8
3109,4
3110,6
3115,8
3121,8
3128,8
3132,1
3133,8
3141,3
3144,1
3145,6
3154,8
3159,7
3164,8
3168,1
3172,8
3176,3
3186,8
3193,8
3196,1
3199,1
3200,4
3209,6
3210,3
3214,8
3229,3
3230,8
3233,8
3242,6
3244,1
3249,8
3251,3
3253,8
3264,8
3271,8
3272,8
3274,8
3276,1
3280,8
3282,8
3285,6
3297,8
3298,8
3307,1
3309,8
3310,2
3312,6
3314,6
3315,4
3316,1
3319,8
3322,8
3327,1
3332,8
3334,8
3336,2
3338,6
3340,8
3343,8
3352,5
3353,4
3356,8
3357,8
3360,3
3365,8
3366,8
3367,4
3369,8
3374,8
3376,8
3381,8
3385,4
3386,6
3397,8
3403,6
3409,8
3414,8
3415,1
3423,4
3427,6
3428,8
3439,1
3441,1
3442,1
3447,8
3453,8
3456,8
3458,6
3459,3
3462,8
3464,6
3477,5
3480,1
3483,8
3490,8
3497,5
3498,8
3500,8
3504,8
3509,1
3510,8
3511,6
3525,8
3528,5
3529,1
3531,8
3532,4
3536,1
3537,4
3538,8
3547,3
3557,8
3572,6
3573,6
3588,3
3590,8
3597,8
3601,1
3602,8
3608,8
3611,8
3616,1
3619,8
3623,1
3638,8
3641,1
3643,8
3647,8
3648,1
3662,8
3663,8
3665,5
3679,3
3683,3
3692,1
3700,8
3705,8
3706,8
3711,8
3712,1
3716,1
3725,1
3727,3
3739,1
3740,8
3743,8
3744,8
3750,8
3751,4
3752,5
3753,3
3754,8
3761,8
3762,8
3764,5
3773,3
3774,8
3775,8
3776,8
3785,8
3788,8
3791,8
3792,8
3794,7
3797,8
3798,1
3807,8
3808,8
3810,8
3813,8
3815,8
3818,8
3820,3
3824,6
3832,8
3836,8
3837,8
3849,8
3853,1
3861,8
3862,8
3863,1
3867,1
3868,8
3871,6
3873,4
3874,3
3879,2
3881,4
3883,8
3887,3
3888,8
3889,8
3898,1
3901,8
3904,3
3905,8
3907,8
3911,3
3915,8
3917,8
3923,8
3925,3
3931,8
3934,8
3943,3
3946,8
3947,8
3949,3
3958,8
3959,1
3960,3
3969,8
3971,8
3973,8
3976,8
3979,5
3982,8
3992,7
3993,4
3995,8
3997,1
4002,8
4003,6
4006,4
4010,7
4011,8
4012,8
4019,5
4020,8
4026,6
4030,3
4033,8
4034,1
4038,8
4045,8
4046,8
4047,1
4048,8
4055,1
4061,8
4063,7
4066,8
4069,4
4076,8
4081,1
4086,8
4087,8
4094,8
4096,1
4105,1
4107,8
4110,2
4115,1
4128,2
4131,8
4136,1
4140,8
4141,4
4142,8
4146,1
4156,1
4159,8
4171,8
4174,6
4175,3
4180,8
4187,8
4191,8
4193,5
4197,8
4201,4
4203,8
4205,8
4206,1
4209,8
4213,8
4215,3
4220,8
4223,8
4225,6
4234,8
4241,8
4244,3
4247,8
4254,8
4255,8
4262,1
4263,8
4266,3
4269,8
4270,8
4271,8
4274,1
4279,8
4286,8
4287,4
4288,1
4290,8
4294,8
4296,1
4299,8
4302,8
4316,8
4320,6
4321,8
4324,3
4325,1
4326,8
4332,8
4334,2
4343,8
4348,8
4350,8
4353,8
4356,8
4361,8
4367,6
4369,8
4371,8
4373,6
4374,6
4376,8
4393,8
4394,1
4397,8
4398,6
4404,8
4410,6
4411,8
4412,4
4414,6
4415,8
4418,8
4420,8
4426,3
4427,1
4430,1
4431,4
4435,3
4437,3
4438,8
4458,1
4461,6
4462,8
4464,8
4482,8
4484,8
4489,8
4494,1
4496,1
4503,4
4508,6
4515,7
4516,8
4517,8
4518,8
4524,4
4525,3
4527,4
4529,8
4535,8
4538,3
4544,8
4545,6
4550,6
4551,8
4554,8
4563,1
4565,8
4573,8
4576,8
4578,8
4587,6
4590,8
4597,3
4600,8
4608,4
4612,6
4615,1
4616,8
4618,4
4620,1
4622,3
4624,8
4628,8
4631,8
4633,8
4646,8
4648,1
4655,8
4669,8
4673,5
4677,8
4680,4
4683,1
4691,8
4694,8
4697,4
4698,6
4704,8
4711,1
4713,4
4716,1
4724,1
4727,8
4730,8
4731,1
4732,8
4741,8
4742,8
4743,8
4753,8
4758,6
4762,1
4765,3
4782,8
4787,8
4788,8
4789,1
4790,8
4792,8
4797,8
4805,6
4806,8
4809,8
4814,8
4823,8
4825,8
4830,8
4832,8
4833,3
4840,2
4841,6
4844,8
4845,6
4849,4
4858,4
4870,8
4875,8
4877,2
4882,8
4891,8
4900,3
4905,6
4907,8
4908,4
4923,8
4924,8
4925,5
4927,3
4933,8
4935,8
4941,1
4944,8
4946,1
4953,1
4956,8
4968,8
4985,1
4989,8
4995,8
5005,6
5010,8
5016,8
5018,8
5029,1
5031,8
5037,8
5039,4
5041,3
5043,8
5052,8
5055,1
5059,3
5063,7
5067,8
5070,4
5072,8
5073,2
5079,8
5086,8
5093,8
5094,1
5098,8
5101,8
5108,3
5112,4
5113,8
5119,8
5120,8
5121,3
5126,8
5127,1
5128,8
5131,8
5137,8
5146,8
5148,6
5150,1
5159,6
5160,8
5163,4
5170,8
5177,8
5179,6
5185,8
5188,8
5190,8
5191,8
5192,8
5195,1
5198,8
5208,8
5214,8
5215,3
5219,8
5220,8
5223,8
5224,8
5225,8
5227,8
5229,4
5231,1
5236,1
5237,1
5238,1
5240,4
5248,8
5252,6
5256,1
5269,8
5270,1
5272,1
5275,8
5276,8
5279,8
5280,5
5281,1
5291,8
5292,8
5294,1
5296,8
5302,8
5307,6
5312,8
5313,8
5314,8
5315,1
5316,8
5317,4
5318,1
5321,8
5322,8
5323,8
5324,8
5334,7
5343,4
5344,8
5345,6
5355,4
5364,8
5369,8
5371,4
5380,8
5385,6
5392,3
5395,6
5396,8
5398,8
5400,8
5402,8
5411,8
5412,4
5414,1
5417,8
5424,8
5427,8
5428,8
5430,6
5432,1
5438,8
5448,8
5459,8
5460,1
5461,1
5463,8
5477,8
5479,8
5481,1
5482,8
5491,1
5493,8
5506,1
5507,8
5517,8
5532,3
5533,6
5534,8
5541,8
5542,8
5548,1
5551,8
5553,6
5554,3
5565,8
5574,8
5575,8
5576,8
5583,3
5584,8
5586,6
5587,8
5588,1
5596,8
5597,4
5601,8
5603,8
5613,1
5614,8
5618,1
5619,3
5621,4
5622,8
5627,8
5628,8
5630,8
5633,1
5639,1
5643,8
5649,8
5653,4
5655,8
5664,1
5667,6
5670,6
5674,6
5678,1
5680,8
5687,8
5692,1
5694,4
5697,8
5701,3
5704,8
5710,8
5711,1
5716,6
5724,8
5725,3
5726,8
5727,1
5731,8
5749,5
5751,1
5755,8
5756,8
5761,8
5767,8
5768,6
5770,8
5772,3
5773,8
5775,8
5776,6
5784,8
5792,7
5793,8
5794,8
5797,6
5799,1
5800,8
5805,1
5809,4
5813,1
5817,8
5824,8
5829,8
5832,8
5835,1
5837,1
5847,8
5854,8
5857,8
5860,8
5872,6
5874,8
5876,6
5880,6
5882,6
5891,8
5892,2
5906,5
5922,4
5923,8
5927,6
5929,8
5941,8
5942,4
5945,8
5947,8
5950,1
5951,3
5952,8
5960,8
5965,2
5967,3
5974,1
5977,8
5984,6
5987,8
5991,3
5996,8
5997,8
6002,1
6005,6
6008,6
6009,4
6014,6
6027,8
6030,1
6033,8
6034,4
6035,1
6043,4
6046,3
6047,8
6048,1
6070,4
6071,4
6085,1
6090,8
6091,8
6092,2
6098,8
6106,3
6108,8
6111,8
6115,8
6117,3
6121,8
6124,6
6126,8
6129,8
6131,3
6141,8
6142,3
6143,1
6144,3
6147,3
6148,8
6155,8
6158,8
6159,8
6162,8
6166,8
6172,8
6177,8
6178,8
6181,6
6182,8
6185,4
6191,8
6195,8
6204,8
6205,5
6211,8
6212,6
6219,8
6220,8
6223,8
6226,8
6239,1
6243,8
6249,2
6252,5
6255,8
6260,1
6261,4
6263,8
6264,1
6270,8
6271,3
6272,1
6274,8
6277,8
6280,8
6284,8
6286,8
6288,1
6290,1
6293,3
6299,8
6301,8
6304,1
6306,3
6308,8
6309,3
6312,8
6321,3
6322,8
6331,8
6335,8
6340,8
6343,8
6344,1
6347,7
6348,6
6349,6
6350,8
6354,8
6355,8
6362,1
6367,8
6372,8
6375,8
6379,4
6384,8
6386,4
6390,8
6396,8
6401,1
6403,8
6408,8
6410,8
6420,8
6430,6
6436,8
6440,8
6442,8
6443,8
6444,1
6459,4
6466,8
6469,8
6474,8
6475,8
6476,8
6490,6
6491,3
6496,1
6497,8
6498,8
6499,2
6501,8
6514,5
6515,3
6524,4
6526,1
6532,1
6537,3
6538,8
6541,8
6546,1
6551,1
6554,3
6557,6
6560,5
6565,8
6566,8
6578,3
6582,3
6587,8
6593,8
6596,1
6611,8
6615,8
6620,8
6626,8
6627,6
6628,8
6635,7
6639,1
6641,8
6645,3
6660,8
6663,6
6669,8
6674,8
6682,8
6685,4
6687,6
6692,8
6695,8
6696,6
6699,8
6700,8
6701,8
6705,1
6707,8
6709,8
6711,8
6714,1
6722,8
6723,8
6724,8
6726,1
6733,8
6734,8
6735,8
6736,3
6738,8
6741,8
6746,4
6754,3
6758,8
6763,8
6764,8
6768,8
6778,4
6784,1
6785,8
6787,1
6806,1
6825,2
6830,1
6831,8
6832,1
6833,1
6835,8
6842,8
6843,1
6853,8
6859,1
6860,8
6862,8
6867,1
6868,1
6885,8
6888,1
6889,8
6897,8
6898,3
6900,8
6902,8
6903,3
6907,6
6909,8
6911,1
6925,8
6930,7
6931,2
6933,4
6937,1
6941,8
6948,8
6950,1
6956,1
6957,8
6960,8
6962,8
6969,8
6971,8
6973,8
6980,6
6983,8
6985,8
6999,8
7005,8
7006,8
7007,8
7012,1
7013,4
7016,4
7017,8
7020,8
7024,8
7026,2
7027,8
7029,3
7032,6
7034,1
7044,8
7054,3
7057,8
7058,3
7060,8
7065,8
7069,1
7071,6
7076,3
7077,1
7081,1
7082,8
7093,6
7095,8
7098,3
7099,6
7105,1
7106,8
7122,1
7129,8
7130,8
7135,8
7136,8
7137,8
7138,1
7141,2
7143,8
7159,4
7162,8
7165,8
7169,1
7171,8
7172,4
7175,8
7178,8
7182,1
7190,8
7194,8
7196,1
7205,8
7207,8
7210,8
7211,3
7216,8
7219,1
7222,8
7224,8
7234,5
7237,4
7242,3
7246,4
7247,8
7251,8
7252,1
7257,8
7276,8
7281,8
7286,8
7287,3
7295,1
7297,8
7300,8
7307,8
7308,4
7310,3
7315,3
7317,6
7318,8
7322,5
7325,8
7326,1
7332,8
7342,1
7345,8
7347,3
7349,8
7352,8
7353,1
7354,8
7370,8
7392,8
7394,1
7396,1
7397,8
7400,8
7402,1
7406,8
7409,8
7410,8
7412,6
7414,8
7419,8
7420,8
7421,5
7424,8
7428,8
7431,8
7435,8
7437,8
7445,6
7449,3
7456,3
7458,2
7459,1
7463,1
7464,6
7465,5
7467,4
7471,3
7472,1
7485,8
7494,3
7505,4
7511,6
7512,1
7513,2
7514,3
7515,1
7523,3
7530,8
7531,4
7536,8
7538,8
7542,3
7543,1
7549,8
7557,8
7559,8
7560,8
7563,8
7564,8
7567,8
7572,1
7575,8
7588,8
7595,8
7596,1
7602,1
7609,4
7612,3
7613,3
7621,8
7622,8
7624,4
7625,8
7629,8
7632,4
7634,6
7636,8
7637,8
7638,1
7640,6
7643,8
7648,3
7653,1
7654,8
7662,8
7671,8
7674,1
7682,8
7683,4
7686,1
7690,1
7692,8
7694,1
7695,8
7700,4
7714,3
7715,8
7721,7
7728,8
7737,6
7739,1
7745,3
7747,8
7761,8
7762,8
7763,8
7770,8
7771,1
7774,8
7776,5
7779,8
7793,8
7795,8
7796,8
7800,8
7803,8
7808,8
7811,1
7812,8
7813,2
7814,8
7818,1
7826,4
7827,6
7831,8
7834,6
7837,7
7841,8
7842,8
7843,8
7844,6
7851,8
7854,1
7856,8
7859,3
7866,2
7869,6
7870,8
7872,8
7886,4
7892,8
7893,8
7908,8
7910,8
7914,8
7919,8
7922,8
7930,5
7932,3
7947,3
7949,4
7950,1
7952,4
7953,8
7955,8
7960,6
7961,3
7962,8
7963,8
7967,8
7968,4
7975,3
7977,8
7980,1
7985,1
7987,8
7994,3
7995,8
7999,8
8005,8
8007,6
8009,8
8014,8
8017,8
8018,6
8024,1
8025,4
8026,8
8029,6
8031,8
8035,8
8049,4
8058,1
8060,8
8061,8
8070,2
8071,1
8072,8
8073,8
8075,8
8076,8
8081,3
8082,3
8090,8
8094,3
8097,8
8107,5
8112,1
8115,6
8120,3
8123,1
8128,4
8129,8
8133,8
8138,5
8142,8
8143,8
8145,8
8146,1
8147,6
8151,8
8153,8
8163,6
8167,4
8168,8
8169,2
8172,5
8178,8
8184,1
8185,8
8186,1
8187,8
8191,8
8196,3
8205,1
8206,6
8216,8
8218,8
8219,8
8227,8
8228,6
8230,8
8231,1
8234,8
8241,1
8242,2
8245,8
8246,8
8251,2
8254,8
8262,8
8269,8
8277,8
8286,6
8287,1
8288,8
8289,6
8292,8
8293,8
8294,3
8296,8
8306,1
8307,1
8314,2
8317,8
8320,4
8326,6
8329,8
8330,2
8331,8
8343,8
8350,8
8352,1
8354,6
8355,3
8356,3
8357,1
8364,3
8370,8
8381,8
8382,8
8383,1
8386,1
8389,8
8390,1
8393,8
8399,6
8400,1
8403,2
8404,8
8405,8
8409,1
8413,8
8417,6
8418,8
8423,3
8427,8
8431,8
8432,8
8434,1
8437,8
8447,6
8449,8
8457,3
8459,4
8461,8
8466,8
8467,8
8469,8
8479,8
8481,8
8493,4
8496,8
8501,8
8502,1
8508,3
8509,4
8514,8
8518,4
8519,1
8527,8
8530,6
8537,8
8539,8
8542,8
8547,8
8550,6
8554,1
8556,8
8560,4
8566,3
8569,8
8571,8
8572,8
8575,8
8580,1
8584,8
8585,1
8587,8
8593,8
8595,8
8597,8
8598,1
8599,1
8601,4
8607,8
8612,4
8621,8
8625,5
8630,8
8631,6
8633,8
8644,8
8650,1
8652,8
8656,8
8657,8
8659,2
8660,8
8665,1
8667,1
8668,6
8670,1
8682,8
8690,8
8692,4
8698,8
8702,8
8710,8
8713,8
8714,1
8715,8
8718,7
8719,3
8722,4
8737,8
8738,8
8739,8
8740,3
8745,1
8750,8
8754,8
8757,1
8762,1
8769,8
8773,8
8782,7
8790,8
8804,8
8815,6
8818,6
8819,6
8828,1
8831,8
8838,8
8841,8
8847,8
8849,3
8857,8
8860,8
8861,8
8875,8
8884,1
8889,8
8891,8
8893,8
8894,4
8897,1
8909,3
8928,3
8932,8
8933,8
8934,8
8938,8
8943,1
8946,8
8951,7
8953,8
8959,3
8960,1
8963,6
8968,8
8972,8
8973,1
8977,8
8978,4
8980,8
8984,2
8987,8
8989,8
8995,8
8996,8
9001,8
9003,8
9005,8
9007,1
9009,3
9012,1
9015,8
9024,8
9031,8
9032,1
9035,8
9053,8
9060,8
9067,1
9068,1
9077,6
9080,8
9084,8
9087,4
9090,1
9095,3
9098,7
9101,6
9108,1
9112,1
9113,1
9117,4
9123,8
9124,8
9127,8
9130,4
9132,1
9136,8
9138,8
9142,8
9143,3
9145,8
9146,8
9148,2
9151,1
9154,3
9158,8
9163,8
9169,8
9171,8
9176,8
9181,8
9185,5
9187,8
9188,6
9190,8
9204,6
9205,8
9207,8
9213,8
9220,1
9221,8
9224,8
9225,5
9227,8
9232,3
9234,4
9237,8
9238,8
9240,8
9248,8
9253,4
9254,8
9257,3
9264,3
9267,8
9269,8
9271,8
9272,7
9276,8
9278,2
9280,6
9281,8
9286,8
9288,1
9290,8
9291,1
9293,4
9294,1
9295,8
9298,6
9303,8
9304,8
9307,8
9309,8
9314,8
9315,8
9317,8
9318,8
9319,8
9320,1
9326,2
9331,1
9339,8
9342,8
9349,8
9353,6
9359,8
9362,1
9366,8
9376,8
9384,3
9386,8
9390,8
9396,8
9399,8
9402,1
9415,8
9420,1
9421,4
9422,8
9425,1
9428,8
9440,1
9441,2
9443,5
9451,1
9456,8
9457,1
9459,1
9465,1
9475,6
9483,8
9485,8
9488,8
9492,8
9494,1
9495,8
9498,8
9502,6
9506,8
9509,8
9512,8
9516,8
9520,6
9524,8
9531,6
9532,8
9538,1
9547,8
9549,8
9550,3
9552,8
9555,5
9563,3
9565,8
9574,1
9586,3
9587,8
9593,4
9594,5
9597,8
9600,7
9603,8
9607,1
9608,8
9609,1
9610,8
9612,1
9613,3
9618,8
9619,8
9621,1
9625,8
9638,3
9644,1
9650,5
9652,8
9654,1
9660,8
9665,8
9666,3
9668,6
9672,8
9674,8
9677,1
9683,8
9689,8
9690,8
9691,5
9701,3
9709,1
9712,1
9713,4
9714,8
9717,8
9720,8
9726,2
9729,8
9730,3
9741,6
9747,5
9763,8
9765,8
9771,8
9774,8
9777,1
9779,8
9783,8
9784,8
9791,8
9802,3
9810,3
9818,8
9820,8
9822,8
9825,8
9829,1
9832,8
9839,8
9846,4
9847,6
9852,8
9854,1
9855,8
9857,8
9860,8
9863,8
9866,1
9867,8
9869,8
9875,8
9879,2
9880,3
9885,8
9889,8
9890,5
9898,8
9900,8
9901,8
9917,5
9927,4
9928,1
9933,8
9937,8
9939,8
9940,2
9942,5
9945,8
9946,8
9950,2
9953,8
9954,5
9961,8
9975,1
9980,8
9983,8
9988,8
9989,8
9990,3
9991,2
9993,4
10000,1
10007,1
10010,8
10013,1
10019,3
10024,8
10026,8
10034,8
10037,6
10038,1
10045,8
10046,1
10056,8
10060,8
10062,4
10067,3
10070,8
10073,8
10074,8
10082,2
10086,8
10092,8
10096,1
10110,8
10111,3
10113,8
10115,6
10116,8
10117,4
10132,8
10135,8
10136,8
10144,8
10147,1
10154,8
10162,8
10164,6
10166,8
10167,8
10179,8
10184,8
10192,8
10203,8
10206,2
10215,8
10217,8
10222,1
10227,8
10231,8
10232,3
10236,1
10238,8
10248,8
10252,8
10262,8
10273,8
10288,8
10289,3
10290,8
10291,3
10292,8
10296,1
10302,8
10304,8
10311,1
10312,8
10313,1
10316,8
10318,1
10319,2
10320,6
10324,1
10325,4
10329,6
10330,4
10332,8
10333,8
10344,8
10348,8
10349,6
10352,1
10353,8
10354,8
10356,8
10357,8
10360,3
10362,8
10367,4
10369,8
10370,8
10372,3
10376,2
10377,8
10379,8
10384,8
10388,8
10391,8
10395,8
10403,8
10405,5
10407,8
10411,8
10417,7
10418,8
10420,8
10422,8
10426,8
10447,8
10449,1
10450,8
10453,4
10455,8
10457,8
10458,1
10461,1
10463,8
10467,8
10470,8
10475,8
10482,8
10485,5
10495,8
10501,8
10504,8
10510,8
10513,3
10517,8
10525,1
10530,2
10536,8
10537,8
10540,2
10550,8
10551,8
10552,8
10557,8
10560,4
10562,8
10563,5
10566,8
10568,1
10578,6
10580,1
10587,4
10597,8
10599,1
10606,3
10608,4
10610,1
10614,1
10615,8
10617,8
10625,8
10629,8
10633,8
10636,2
10637,8
10640,8
10649,2
10653,8
10654,5
10656,1
10660,8
10662,8
10667,6
10669,4
10671,8
10672,8
10676,3
10677,1
10680,8
10681,1
10690,4
10702,8
10703,8
10706,6
10708,8
10710,8
10713,8
10718,8
10720,6
10724,1
10726,5
10732,1
10735,8
10739,8
10742,1
10746,8
10747,3
10748,8
10752,8
10754,1
10758,6
10766,8
10768,8
10771,8
10772,8
10781,8
10782,1
10786,8
10788,8
10789,8
10796,8
10798,8
10802,4
10804,1
10812,8
10824,1
10826,3
10833,4
10837,1
10840,1
10841,1
10842,8
10846,8
10848,8
10849,4
10850,8
10853,8
10855,8
10856,8
10858,6
10861,8
10867,8
10883,3
10890,8
10892,8
10893,8
10896,8
10897,1
10901,8
10907,1
10909,8
10910,1
10913,8
10921,7
10926,8
10929,8
10933,8
10936,1
10938,2
10940,8
10941,6
10942,8
10947,8
10949,8
10951,8
10952,8
10955,3
10977,8
10978,8
10979,8
10980,8
10993,8
10995,8
11000,6
11002,8
11008,1
11009,1
11017,3
11023,8
11026,8
11027,8
11036,1
11041,8
11050,8
11075,4
11077,4
11088,8
11090,8
11092,8
11097,5
11101,4
11110,5
11112,8
11113,6
11123,8
11124,8
11126,6
11135,6
11136,3
11139,8
11146,8
11159,2
11166,8
11173,8
11174,1
11177,3
11178,3
11180,1
11188,8
11189,1
11190,1
11192,1
11203,8
11206,8
11209,5
11215,8
11224,8
11225,8
11227,6
11231,8
11242,8
11245,8
11246,3
11249,3
11251,4
11253,1
11255,8
11257,8
11258,8
11265,4
11268,8
11270,8
11272,1
11277,8
11278,8
11282,8
11285,3
11288,8
11293,1
11295,8
11296,8
11301,8
11311,8
11317,8
11320,8
11323,6
11325,8
11331,4
11332,8
11342,8
11345,8
11350,8
11356,8
11357,8
11383,5
11386,2
11387,8
11388,3
11390,3
11392,6
11394,6
11406,8
11410,3
11412,1
11417,1
11418,8
11423,8
11424,1
